Unnamed: 0,user,tweet,s,v,p,time,sentiment clause,chinese frame net,sentiment,sentiment cause,subject sentiment,subject sentiment cause,subject sentiment clause,tweet_id
1696,celte,两个朋友在聊天，甲是孙俪粉丝听说说孙俪揣上了很是感慨。这时候乙说话了，就那小妮子放夜总会一堆女的里面你挑的绝对不是她！……想想好像真是那么回事,甲,说,孙俪揣上了很是感慨,5/24/11 15:00,,,neutral,,neutral,,,14778
1701,celte,买皮带圈都被告知没有…老板说最近皮带紧张，至于吗？边角料都没有了？被查没了？,老板,说,最近皮带紧张,4/24/12 11:47,,,neutral,,neutral,,,6526
1719,celte,老妈非要买欧式沙发,老妈,买,欧式沙发,11/5/12 14:26,,,neutral,,neutral,,,9507
1742,celte,楼下好多铁豆虫，小盆友人手一只,小盆友,拿,铁豆虫,6/5/11 13:42,,,neutral,,neutral,,,10998
1743,celte,楼下好多铁豆虫，小盆友人手一只,小盆友,在,楼下,6/5/11 13:42,,,neutral,,neutral,,,10998
1754,celte,隔壁家小盆友拉琴拉得实在是太难听了～～每天强奸耳朵，周末更甚。,隔壁家小盆友,拉,琴,6/30/13 5:42,,,negative,难听,neutral,,,8225
1780,celte,小盆友告诉我原来cinderella和rapunzel是好朋友。,小盆友,告诉,原来cinderella和rapunzel是好朋友,12/15/12 14:11,,,neutral,,neutral,,,7332
1781,celte,小盆友告诉我原来cinderella和rapunzel是好朋友。,小盆友,告诉,celte,12/15/12 14:11,,,neutral,,neutral,,,7332
1783,celte,我咋就没碰到？我追到站台了他们还是自顾自的开走了。RT@rbttt最近公车好多又年轻又潮的司机〜呜呜！他们服务态度和车技好超多！！又肯停给追车的！又照顾老人小孩！开车又不辣！！棒死了喂！,他们,开走,,1/6/13 10:01,,,negative,,neutral,,,5007
1791,celte,朋友开了个家具店让晚上去捧捧场吃个饭，这年头家具很好做吗？,朋友,让,celte,4/22/12 7:55,,,neutral,,neutral,,,18548
1792,celte,朋友开了个家具店让晚上去捧捧场吃个饭，这年头家具很好做吗？,朋友,开,家具店,4/22/12 7:55,,,neutral,,neutral,,,18548
1793,celte,朋友开了个家具店让晚上去捧捧场吃个饭，这年头家具很好做吗？,朋友,让,晚  上去  捧捧场吃个饭,4/22/12 7:55,,,neutral,,neutral,,,18548
1809,celte,恭喜小马哥获胜！,小马哥,获胜,,1/14/12 13:10,,,neutral,,positive,获胜,,24110
1820,celte,我朋友在那边买了个polo，才2k。RT@laoyang945:差不多RT@amoiist:RT@leo3194:++德国福利RT@elevenK:租的房子是50兆光纤……吓尿了，一个月20欧，前三个月免费……,朋友,花,2k,11/29/12 14:31,,,neutral,,neutral,,,20552
1821,celte,我朋友在那边买了个polo，才2k。RT@laoyang945:差不多RT@amoiist:RT@leo3194:++德国福利RT@elevenK:租的房子是50兆光纤……吓尿了，一个月20欧，前三个月免费……,朋友,买,polo,11/29/12 14:31,,,neutral,,neutral,,,20552
1831,celte,刚才有人跟我说，这个上班应该上两天休息五天。。。。。,有人,说,这个上班应该上两天休息五天,4/26/10 2:22,,,neutral,,neutral,,,27987
1832,celte,刚才有人跟我说，这个上班应该上两天休息五天。。。。。,有人,跟,celte,4/26/10 2:22,,,neutral,,neutral,,,27987
1833,celte,小盆友在洗衣机里玩high了不出了,小盆友,在,洗衣机里,8/4/12 11:18,,,neutral,,positive,玩high了,,18816
1834,celte,小盆友在洗衣机里玩high了不出了,小盆友,玩,,8/4/12 11:18,,,neutral,,positive,玩high了,,18816
1837,celte,孔大师说我要住在沾地气的房子是有道理的啊！,孔大师,说,我要住在沾地气的房子,10/28/12 14:10,,,neutral,,neutral,,,22308
1866,celte,小盆友还想吃点什么呢？,小盆友,吃,,10/28/12 6:51,,,neutral,,neutral,,,11528
1869,celte,是因为突然降温，加温棒插头又不小心碰掉了，结果就悲剧了。RT@RIKA0207鱼我也养不来~冷血动物和我无缘啊RT@celte我办公室的鱼死了。RT@RIKA0207:办公室种的蓝莓都开花了……,我办公室的鱼,死,,1/9/13 3:17,,,negative,,neutral,,,8547
1895,celte,打个车司机完全把驾驶室当做KTV了，唱个无所谓那个投入啊！那个大声啊！麻烦大哥，高峰期，看路！！！看路！！！！好好开车！,司机,唱,,1/12/13 10:24,,,negative,,neutral,,,8921
1898,celte,次奥！的哥还会唱“暗香”,的哥,唱,“暗香”,1/12/13 10:28,,,neutral,,neutral,,,11095
1906,celte,你妹，被祥云美食城的各种点菜小弟小妹调戏，次奥！,祥云美食城的各种点菜小弟小妹,调戏,celte,11/29/12 4:09,次奥,,negative,,neutral,,,22514
1916,celte,一公司的人都在用微信！,公司的人,用,微信,7/20/11 7:06,,,neutral,,neutral,,,16662
1958,celte,主要是不靠谱的经历多了，我几年前买的米国手电，送修，结果人家给换了支同系列全新的。RT@Fatal1tyV:看来N7的保修还是挺靠谱的，说实话我自己弄烧了就算要钱我也认了…结果先是跟我说可以全球联保，送修不要发票，连包装盒都不要，就手机拍了张SN号就受理了，最后也不要钱…,人家,换,同系列全新的,10/10/12 8:19,,,neutral,,neutral,,,27250
1969,celte,@butrrr第一次徒步虎跳峡是在97年，丽江大地震后，好多山体滑坡，核桃园旅店老板对沿途危险和可绕过的都做了标记，很是感动！,核桃园旅店老板,标记,危险和可绕过的,9/27/14 11:45,感动,,positive,,neutral,,,20529
1980,celte,采草莓的小姑娘,小姑娘,采,草莓,4/29/12 11:59,,,neutral,,neutral,,,19432
2012,celte,公交上两个大婶互祝春节快乐，这元旦都还没到啊！看来老同志比我们急！,两个大婶,坐,公交,12/23/11 1:17,,,neutral,,neutral,,,6387
2014,celte,公交上两个大婶互祝春节快乐，这元旦都还没到啊！看来老同志比我们急！,两个大婶,祝,春节快乐,12/23/11 1:17,,,neutral,,positive,,,6387
2054,celte,刚才一醉鬼告诉我，这证券的“券”字其实就是说这人来了横竖都得挨两刀！看来醒着的还没醉着的清醒！,醉鬼,告诉,这证券的“券”字其实就是说这人来了横竖都得挨两刀,11/19/15 7:00,,,neutral,,neutral,,,25628
2055,celte,刚才一醉鬼告诉我，这证券的“券”字其实就是说这人来了横竖都得挨两刀！看来醒着的还没醉着的清醒！,醉鬼,告诉,我,11/19/15 7:00,,,neutral,,neutral,,,25628
2060,celte,刚才点了外卖，送餐小伙子按按门铃又马上跑回电梯下去了，过了会又来，说刚才忘记带叫的餐了！,送餐小伙子,说,刚才忘记带叫的餐了,6/8/16 10:49,,,neutral,,neutral,,,9607
2061,celte,刚才点了外卖，送餐小伙子按按门铃又马上跑回电梯下去了，过了会又来，说刚才忘记带叫的餐了！,送餐小伙子,来,,6/8/16 10:49,,,neutral,,neutral,,,9607
2062,celte,刚才点了外卖，送餐小伙子按按门铃又马上跑回电梯下去了，过了会又来，说刚才忘记带叫的餐了！,送餐小伙子,忘记,带叫的餐,6/8/16 10:49,,,neutral,,neutral,,,9607
2063,celte,刚才点了外卖，送餐小伙子按按门铃又马上跑回电梯下去了，过了会又来，说刚才忘记带叫的餐了！,送餐小伙子,按,门铃,6/8/16 10:49,,,neutral,,neutral,,,9607
2064,celte,刚才点了外卖，送餐小伙子按按门铃又马上跑回电梯下去了，过了会又来，说刚才忘记带叫的餐了！,送餐小伙子,下去,,6/8/16 10:49,,,neutral,,neutral,,,9607
2065,celte,刚才点了外卖，送餐小伙子按按门铃又马上跑回电梯下去了，过了会又来，说刚才忘记带叫的餐了！,送餐小伙子,跑回,电梯,6/8/16 10:49,,,neutral,,neutral,,,9607
2078,celte,我妈说咋央视的主持人都换了，是不是都抓了,我妈,说,咋央视的主持人都换了，是不是都抓了,8/18/14 13:14,,,neutral,,neutral,,,10645
2085,celte,才骑了一天车，就被他们叫低碳哥,他们,叫,低碳哥,9/7/10 14:08,,,neutral,,neutral,,,22171
2087,celte,大票农民工在省门口静坐，估计哪个工地老板又跑了,农民工,在,省门口,1/4/11 9:34,,,neutral,,neutral,,,24279
2088,celte,大票农民工在省门口静坐，估计哪个工地老板又跑了,农民工,静坐,,1/4/11 9:34,,,neutral,,neutral,,,24279
2124,celte,出租车师父听的歌很前卫，但是我觉得他变速箱有问题应该休一下,出租车师父,听,歌,3/26/11 17:37,,,neutral,,neutral,,,23024
2128,celte,刚才路上居然有人问我要不要苹果手机，我今天穿的很龊？,有人,问,要不要苹果手机,8/19/12 11:32,,,neutral,,neutral,,,15383
2132,celte,老同学问我为什么要翻墙我突然不知道怎么回答,老同学,问,为什么要翻墙,4/7/11 16:09,,,neutral,,neutral,,,31035
2145,celte,大家都在问，说哈地点，西南大厦阳光A版之间,大家,问,哈地点,12/10/12 2:51,,,neutral,,neutral,,,15997
2148,celte,以前记得睡我下铺的那对鸳鸯经常半夜摇床把额弄醒！RT:@yupo:这还是好的。有女生住宿在男友宿舍的呢。。RT@laoxie:室友女朋友最近常常到宿舍来。非常烦。当我掏出家伙准备放水的时候，门外娇滴滴的女声让我尿意全无。,睡我下铺的那对鸳鸯,摇,床,4/8/11 14:29,,,negative,把额弄醒,neutral,,,17533
2151,celte,老婆开年会，我一个人带小盆友过圣诞，好惨啊,老婆,开年会,,12/24/11 8:29,,,negative,好惨,neutral,,,24454
2175,celte,今天出租师傅车开的好不说居然还听柴交二这个很让我意外！,出租师傅,开,车,11/17/11 6:39,,,positive,开的好,neutral,,,14368
2176,celte,今天出租师傅车开的好不说居然还听柴交二这个很让我意外！,出租师傅,听,柴交二,11/17/11 6:39,,,positive,,neutral,,,14368
2195,celte,小盆友爱上吃油鸡棕，每天要吃一小碗。饭都不吃喽！,小盆友,吃,油鸡棕,9/26/12 14:11,,,neutral,,positive,小盆友爱上吃油鸡棕,,7277
2203,celte,小盆友主动要求喝醋，今天恒顺醋业也涨停，难不成今天是吃醋日？,小盆友,要求,喝醋,5/8/12 10:59,,,neutral,,neutral,,,6124
2216,celte,宅急送的每次送东西都叫下去拿，太操蛋了有电梯不用爬楼都不送上来！,宅急送,送,东西,7/6/12 3:24,,,neutral,,neutral,,,15625
2217,celte,宅急送的每次送东西都叫下去拿，太操蛋了有电梯不用爬楼都不送上来！,宅急送,叫,下去拿,7/6/12 3:24,操蛋,,negative,,neutral,,,15625
2223,celte,在尹哥哥拿来的硬盘里居然发现有套哈斯姬尔，赞一下。虽然是单声道录音，但是瑕不掩瑜啊！,尹哥哥,拿来,硬盘,9/15/12 13:02,,,positive,赞一下,neutral,,,23033
2261,celte,尼玛，腌菜豆汤用豌豆做，服了厨子了,厨子,用,豌豆,4/23/12 4:25,尼玛,,negative,,neutral,,,17981
2262,celte,尼玛，腌菜豆汤用豌豆做，服了厨子了,厨子,做,腌菜豆汤,4/23/12 4:25,尼玛,,negative,,neutral,,,17981
2284,celte,都是看来的：以前的公司附近有家上海有名生煎店下班经常和同事去吃生煎每次吃完同事都会把醋和辣酱倒回瓶子里去…就这么…倒回去了……,同事,倒,醋和辣酱,11/9/12 14:11,,,neutral,,neutral,,,7699
2302,celte,我闺女扭小屁屁太可爱了,我闺女,扭,小屁屁,8/4/11 11:15,,,positive,可爱,neutral,,,31240
2316,celte,一街的警察和协警，到处的义务捡垃圾的，要那么心虚吗？干净不干净文明不文明老百姓自有口碑！文明给谁看卫生为谁洁净？这种一周的文明不要也罢！,一街的警察和协警,捡,垃圾,9/5/11 14:57,,,positive,心虚,neutral,,,4728
2329,celte,隔壁家小盆友好惨啊，总看见是在学这样学那样貌似也就一年级，又是画画又是奥数又是钢琴又是英语，现在又传出很不着调的小提琴，基本没见他到楼下玩过。,隔壁家小盆友,学,画画,10/25/12 13:46,惨,,negative,,neutral,,,23333
2330,celte,隔壁家小盆友好惨啊，总看见是在学这样学那样貌似也就一年级，又是画画又是奥数又是钢琴又是英语，现在又传出很不着调的小提琴，基本没见他到楼下玩过。,隔壁家小盆友,学,奥数,10/25/12 13:46,惨,,negative,,neutral,,,23333
2331,celte,隔壁家小盆友好惨啊，总看见是在学这样学那样貌似也就一年级，又是画画又是奥数又是钢琴又是英语，现在又传出很不着调的小提琴，基本没见他到楼下玩过。,隔壁家小盆友,学,钢琴,10/25/12 13:46,惨,,negative,,neutral,,,23333
2332,celte,隔壁家小盆友好惨啊，总看见是在学这样学那样貌似也就一年级，又是画画又是奥数又是钢琴又是英语，现在又传出很不着调的小提琴，基本没见他到楼下玩过。,隔壁家小盆友,学,小提琴,10/25/12 13:46,惨,,negative,,neutral,,,23333
2333,celte,隔壁家小盆友好惨啊，总看见是在学这样学那样貌似也就一年级，又是画画又是奥数又是钢琴又是英语，现在又传出很不着调的小提琴，基本没见他到楼下玩过。,隔壁家小盆友,学,英语,10/25/12 13:46,惨,,negative,,neutral,,,23333
2339,celte,老婆说我一天霸占3台机器到底在干嘛啊！,老婆,说,一天霸占3台机器到底在干嘛啊！,10/25/10 12:47,,,neutral,,neutral,,,29131
2344,celte,刚才公交一妞上车后跟司机说只有一百的没零钱，然后灰溜溜的坐了一站默默拎着东西下去了。,妞,拎,东西,11/30/11 10:43,,,neutral,,neutral,,,6952
2345,celte,刚才公交一妞上车后跟司机说只有一百的没零钱，然后灰溜溜的坐了一站默默拎着东西下去了。,妞,上,车,11/30/11 10:43,,,neutral,,neutral,,,6952
2346,celte,刚才公交一妞上车后跟司机说只有一百的没零钱，然后灰溜溜的坐了一站默默拎着东西下去了。,妞,下去,,11/30/11 10:43,,,neutral,,neutral,,,6952
2347,celte,刚才公交一妞上车后跟司机说只有一百的没零钱，然后灰溜溜的坐了一站默默拎着东西下去了。,妞,坐,公交,11/30/11 10:43,,,neutral,,neutral,,,6952
2348,celte,刚才公交一妞上车后跟司机说只有一百的没零钱，然后灰溜溜的坐了一站默默拎着东西下去了。,妞,说,只有一百的没零钱,11/30/11 10:43,,,neutral,,neutral,,,6952
2349,celte,刚才公交一妞上车后跟司机说只有一百的没零钱，然后灰溜溜的坐了一站默默拎着东西下去了。,妞,跟,司机,11/30/11 10:43,,,neutral,,neutral,,,6952
2361,celte,次奥，半夜了还有两个男的在小区花园里亲热！真会挑地方,两个男的,亲热,,12/7/12 17:36,,,neutral,,neutral,,,24782
2362,celte,次奥，半夜了还有两个男的在小区花园里亲热！真会挑地方,两个男的,在,小区花园,12/7/12 17:36,,,neutral,,neutral,,,24782
2371,celte,路边一个骑电动自行车的少年拿个7寸屏的机器在打电话，太井了！,骑电动自行车的少年,打电话,,3/31/11 16:35,,,neutral,,neutral,,,26659
2372,celte,路边一个骑电动自行车的少年拿个7寸屏的机器在打电话，太井了！,骑电动自行车的少年,拿,7寸屏的机器,3/31/11 16:35,,,neutral,,neutral,,,26659
